//4377090,4150094,32479,4144774,4382410,32479,5320,8521864,32479,45,63,13
//4377090,4772188,33863,4238855,4910423,33863,533333,8615945,33863,45,63,13
//4377090,5374618,35146,4246203,5505505,35146,1128415,8623293,35146,45,63,13
//4377090,5987431,36432,4246203,6118318,36432,1741228,8623293,36432,45,63,13
//4377090,6580334,37714,4246203,6711221,37714,2334131,8623293,37714,45,63,13
//4377090,7331341,38998,4246203,7462228,38998,3085138,8623293,38998,45,63,13
//4377090,7986782,40286,4246203,8117669,40286,3740579,8623293,40286,45,63,13
//4377090,8690106,41573,4246203,8820993,41573,4443903,8623293,41573,45,63,13
//4377090,9268685,42860,4246203,9399572,42860,5022482,8623293,42860,45,63,13
//4438039,9882746,44154,4246203,10074582,44154,5636543,8684242,44154,45,63,13
//4509477,10370696,45439,4728877,10151296,45439,5641819,9238354,45439,45,63,13
//4514735,10883221,46757,5241402,10156554,46757,5641819,9756137,46757,45,63,13
//4514735,11665358,48043,6023539,10156554,48043,5641819,10538274,48043,45,63,13
//4514735,12355842,49350,6714023,10156554,49350,5641819,11228758,49350,45,63,13
//4514735,13123127,50633,6946891,10690971,50633,6176236,11461626,50633,45,63,13
//4514735,13737425,51920,6952147,11300013,51920,6785278,11466882,51920,45,63,13
//4514735,14403137,53205,6952147,11965725,53205,7450990,11466882,53205,45,63,13
//4514735,15218907,54487,6952147,12781495,54487,8266760,11466882,54487,45,63,13
//4721983,15853705,55767,6952147,13623541,55767,8901558,11674130,55767,45,63,13
//5655775,15854357,57052,6952147,14557985,57052,8902210,12607922,57052,45,63,20
//6172668,15855443,58316,6952147,15075964,58316,8903296,13124815,58316,54,63,28
//6894617,15855511,59624,6952147,15797981,59624,8903364,13846764,59624,63,63,30
//7788249,15855573,60910,6952147,16691675,60910,8903426,14740396,60910,63,63,33
//8881976,15855619,62452,6952147,17785448,62452,8903472,15834123,62452,63,63,33
//9820078,15855659,63736,6952147,18723590,63736,8903512,16772225,63736,63,63,34
//10622198,16015530,65027,7111950,19525778,65027,8903580,17734148,65027,63,63,36
//10623290,16933846,66313,8030266,19526870,66313,8903580,18653556,66313,67,63,36
//10623336,17804152,67616,8900572,19526916,67616,8903580,19523908,67616,68,63,36
//10623382,18684670,68906,9781090,19526962,68906,8903580,20404472,68906,69,63,36
10623382,19472194,70210,10568614,19526962,70210,8903580,21191996,70210,69,63,36
10623382,20180825,71503,11277205,19527002,71503,8903620,21900587,71503,69,63,37
10623428,21007634,72789,12103946,19527116,72789,8903688,22727374,72789,70,63,39
10623428,21613118,74109,12709430,19527116,74109,8903688,23332858,74109,70,63,39
10623428,21614214,75399,12710526,19527116,75399,8903688,23333954,75399,70,67,39
10623428,21614306,76696,12710618,19527116,76696,8903688,23334046,76696,70,69,39
10623428,21614306,77949,12710618,19527116,77949,8903688,23334046,77949,70,69,39
10623428,21614352,79229,12710664,19527116,79229,8903688,23334092,79229,70,70,39
10623474,21614352,80509,12710664,19527162,80509,8903688,23334138,80509,71,70,39
10623474,21614352,81789,12710664,19527162,81789,8903688,23334138,81789,71,70,39
10623474,21614398,83069,12710710,19527162,83069,8903688,23334184,83069,71,71,39
10623474,21614398,84349,12710710,19527162,84349,8903688,23334184,84349,71,71,39
10623474,21614398,85629,12710710,19527162,85629,8903688,23334184,85629,71,71,39
10623474,21614398,86781,12710710,19527162,86781,8903688,23334184,86781,71,71,39
10623474,21614444,88066,12710710,19527208,88066,8903734,23334184,88066,71,71,40
10623474,21614490,89469,12710756,19527208,89469,8903734,23334230,89469,71,72,40
10623474,21614490,90749,12710756,19527208,90749,8903734,23334230,90749,71,72,40
10623474,21614490,92029,12710756,19527208,92029,8903734,23334230,92029,71,72,40
10623474,21614490,93181,12710756,19527208,93181,8903734,23334230,93181,71,72,40
10623520,21614490,94461,12710756,19527254,94461,8903734,23334276,94461,72,72,40
10623520,21614490,95741,12710756,19527254,95741,8903734,23334276,95741,72,72,40
10623520,21614490,97021,12710756,19527254,97021,8903734,23334276,97021,72,72,40
10623520,21614490,98301,12710756,19527254,98301,8903734,23334276,98301,72,72,40
10623520,21614490,99581,12710756,19527254,99581,8903734,23334276,99581,72,72,40
10623520,21614490,100861,12710756,19527254,100861,8903734,23334276,100861,72,72,40
10623520,21614490,102141,12710756,19527254,102141,8903734,23334276,102141,72,72,40
10623520,21614536,103422,12710802,19527254,103422,8903734,23334322,103422,72,73,40
10623520,21614536,104701,12710802,19527254,104701,8903734,23334322,104701,72,73,40
10623520,21614536,105981,12710802,19527254,105981,8903734,23334322,105981,72,73,40
