1163963,16428,14232,16401,1163990,14232,27,1180364,14232,106,49,6
1202449,16428,14502,16401,1202476,14502,27,1218850,14502,106,49,6
1242250,16428,14772,16401,1242277,14772,27,1258651,14772,106,49,6
1281763,16428,15042,16401,1281790,15042,27,1298164,15042,106,49,6
1320254,16428,15312,16401,1320281,15312,27,1336655,15312,106,49,6
1357295,16428,15581,16401,1357322,15581,27,1373696,15581,106,49,6
1397541,16428,15850,16401,1397568,15850,27,1413942,15850,106,49,6
1440931,16428,16121,16401,1440958,16121,27,1457332,16121,106,49,6
1483044,16428,16391,16401,1483071,16391,27,1499445,16391,106,49,6
1523807,16428,16661,16401,1523834,16661,27,1540208,16661,106,49,6
1563253,16428,16931,16401,1563280,16931,27,1579654,16931,106,49,6
1604530,16428,17200,16401,1604557,17200,27,1620931,17200,106,49,6
1646081,16428,17469,16401,1646108,17469,27,1662482,17469,106,49,6
1687007,16428,17738,16401,1687034,17738,27,1703408,17738,106,49,6
1729713,16428,18007,16401,1729740,18007,27,1746114,18007,106,49,6
1771914,16428,18277,16401,1771941,18277,27,1788315,18277,106,49,6
1812037,16428,18546,16401,1812064,18546,27,1828438,18546,106,49,6
1853072,16428,18815,16401,1853099,18815,27,1869473,18815,106,49,6
1895828,16428,19085,16401,1895855,19085,27,1912229,19085,106,49,6
1937945,16428,19351,16401,1937972,19351,27,1954346,19351,106,49,6
1978708,16428,19621,16401,1978735,19621,27,1995109,19621,106,49,6
2019375,16428,19891,16401,2019402,19891,27,2035776,19891,106,49,6
2059020,16428,20161,16401,2059047,20161,27,2075421,20161,106,49,6
2101221,16428,20430,16401,2101248,20430,27,2117622,20430,106,49,6
2139828,16428,20699,16401,2139855,20699,27,2156229,20699,106,49,6
2184348,16428,20994,16401,2184375,20994,27,2200749,20994,106,49,6
2229903,16428,21284,16401,2229930,21284,27,2246304,21284,106,49,6
2275267,16428,21579,16401,2275294,21579,27,2291668,21579,106,49,6
2318144,16428,21846,16401,2318171,21846,27,2334545,21846,106,49,6
2359307,16428,22116,16401,2359334,22116,27,2375708,22116,106,49,6
2399189,16428,22386,16401,2399216,22386,27,2415590,22386,106,49,6
2440991,16428,22656,16401,2441018,22656,27,2457392,22656,106,49,6
2481824,16428,22924,16401,2481851,22924,27,2498225,22924,106,49,6
2519069,16428,23193,16401,2519096,23193,27,2535470,23193,106,49,6
2558308,16428,23464,16401,2558335,23464,27,2574709,23464,106,49,6
2599388,16428,23734,16401,2599415,23734,27,2615789,23734,106,49,6
2643516,16428,24002,16401,2643543,24002,27,2659917,24002,106,49,6
2686266,16428,24271,16401,2686293,24271,27,2702667,24271,106,49,6
2726001,16428,24541,16401,2726028,24541,27,2742402,24541,106,49,6
2766836,16428,24809,16401,2766863,24809,27,2783237,24809,106,49,6
2807195,16428,25079,16401,2807222,25079,27,2823596,25079,106,49,6
2844919,16428,25350,16401,2844946,25350,27,2861320,25350,106,49,6
2883832,16428,25619,16401,2883859,25619,27,2900233,25619,106,49,6
2922436,16428,25888,16401,2922463,25888,27,2938837,25888,106,49,6
2962632,16428,26157,16401,2962659,26157,27,2979033,26157,106,49,6
3001322,16428,26426,16401,3001349,26426,27,3017723,26426,106,49,6
3040716,16428,26696,16401,3040743,26696,27,3057117,26696,106,49,6
3080285,16428,26966,16401,3080312,26966,27,3096686,26966,106,49,6
3122082,16428,27245,16401,3122109,27245,27,3138483,27245,106,49,6
3159728,16428,27515,16401,3159755,27515,27,3176129,27515,106,49,6
3198767,16428,27784,16401,3198794,27784,27,3215168,27784,106,49,6
3212616,16428,28054,16401,3212643,28054,27,3229017,28054,113,49,6
3223145,16428,28340,16401,3223172,28340,27,3239546,28340,121,49,6
3232677,16428,28640,16401,3232704,28640,27,3249078,28640,128,49,6
3260503,16428,28945,16401,3260530,28945,27,3276904,28945,132,49,6
3304778,16428,29211,16401,3304805,29211,27,3321179,29211,132,49,6
3346009,16428,29481,16401,3346036,29481,27,3362410,29481,132,49,6
3386717,16428,29750,16401,3386744,29750,27,3403118,29750,132,49,6
3422361,16428,30018,16401,3422388,30018,27,3438762,30018,132,49,6
3459929,16428,30288,16401,3459956,30288,27,3476330,30288,132,49,6
3499003,16428,30557,16401,3499030,30557,27,3515404,30557,132,49,6
3536397,16428,30826,16401,3536424,30826,27,3552798,30826,132,49,6
3573566,16428,31095,16401,3573593,31095,27,3589967,31095,132,49,6
3610363,16428,31363,16401,3610390,31363,27,3626764,31363,132,49,6
3651478,16428,31637,16401,3651505,31637,27,3667879,31637,132,49,6
3690309,16428,31906,16401,3690336,31906,27,3706710,31906,132,49,6
3727796,16428,32175,16401,3727823,32175,27,3744197,32175,132,49,6
3765188,16428,32444,16401,3765215,32444,27,3781589,32444,132,49,6
3805688,16428,32715,16401,3805715,32715,27,3822089,32715,132,49,6
3844224,16428,32985,16401,3844251,32985,27,3860625,32985,132,49,6
3883702,16428,33255,16401,3883729,33255,27,3900103,33255,132,49,6
3924381,16428,33524,16401,3924408,33524,27,3940782,33524,132,49,6
3964381,16428,33793,16401,3964408,33793,27,3980782,33793,132,49,6
4004224,16428,34062,16401,4004251,34062,27,4020625,34062,132,49,6
4039869,16428,34332,16401,4039896,34332,27,4056270,34332,132,49,6
4079479,16428,34601,16401,4079506,34601,27,4095880,34601,132,49,6
