0,0,56,0,0,56,0,0,56
0,0,64,0,0,64,0,0,64
0,0,65,0,0,65,0,0,65
0,0,70,0,0,70,0,0,70
0,0,313,0,0,313,0,0,313
0,0,313,0,0,313,0,0,313
0,0,313,0,0,313,0,0,313
0,0,313,0,0,313,0,0,313
0,0,564,0,0,564,0,0,564
0,0,821,0,0,821,0,0,821
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2499,0,0,2499,0,0,2499
0,0,2500,0,0,2500,0,0,2500
0,0,2500,0,0,2500,0,0,2500
0,0,2501,0,0,2501,0,0,2501
0,0,2516,0,0,2516,0,0,2516
0,0,2516,0,0,2516,0,0,2516
0,0,2516,0,0,2516,0,0,2516
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2517,0,0,2517,0,0,2517
0,0,2519,0,0,2519,0,0,2519
0,0,2519,0,0,2519,0,0,2519
0,0,2519,0,0,2519,0,0,2519
0,0,2519,0,0,2519,0,0,2519
0,0,2519,0,0,2519,0,0,2519
0,0,2519,0,0,2519,0,0,2519
0,0,2519,0,0,2519,0,0,2519
0,0,2519,0,0,2519,0,0,2519
0,0,2519,0,0,2519,0,0,2519
0,0,2519,0,0,2519,0,0,2519
0,0,2519,0,0,2519,0,0,2519
0,0,2519,0,0,2519,0,0,2519
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2521,0,0,2521,0,0,2521
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2522,0,0,2522,0,0,2522
0,0,2523,0,0,2523,0,0,2523
0,0,2523,0,0,2523,0,0,2523
0,0,2523,0,0,2523,0,0,2523
0,0,2523,0,0,2523,0,0,2523
0,0,2523,0,0,2523,0,0,2523
0,0,2523,0,0,2523,0,0,2523
0,0,2524,0,0,2524,0,0,2524
0,0,2524,0,0,2524,0,0,2524
0,0,2524,0,0,2524,0,0,2524
0,0,2524,0,0,2524,0,0,2524
0,0,2524,0,0,2524,0,0,2524
0,0,2524,0,0,2524,0,0,2524
0,0,2524,0,0,2524,0,0,2524
0,0,2524,0,0,2524,0,0,2524
0,0,2524,0,0,2524,0,0,2524
0,0,2524,0,0,2524,0,0,2524
0,0,2524,0,0,2524,0,0,2524
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2525,0,0,2525,0,0,2525
0,0,2526,0,0,2526,0,0,2526
0,0,2526,0,0,2526,0,0,2526
0,0,2526,0,0,2526,0,0,2526
0,0,2526,0,0,2526,0,0,2526
0,0,2526,0,0,2526,0,0,2526
0,0,2526,0,0,2526,0,0,2526
0,0,2527,0,0,2527,0,0,2527
0,0,2527,0,0,2527,0,0,2527
0,0,2527,0,0,2527,0,0,2527
0,0,2527,0,0,2527,0,0,2527
